country_code,country_name,year,literacy,primary,secondary,tertiary,years_schooling,education_component,total_weight
TEC,Europe & Central Asia (IDA & IBRD countries),2017,0.9908849334716799,0.43691264138571934,0.609432970012931,0.42239860472781343,,0.6670733794789473,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2018,0.9919631195068359,0.4408818433019974,0.6107484933463568,0.4328464376613638,,0.6704215483313822,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2019,0.9926954650878911,0.44468252352151977,0.6119826915592503,0.44187885668247606,,0.6733584951365058,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2020,0.992865295410156,0.441954411006755,0.5952460840489772,0.4563067859300911,,0.670564455251284,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2021,0.9931080627441411,0.443861067466885,0.5941334782833094,0.47560155091278755,,0.6739758161381831,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2022,0.993284683227539,0.4412776067201567,0.5975939109850288,0.4874497372420504,,0.6763965162720642,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2023,0.993587036132812,0.4352307662081869,0.5956672635468634,0.49285367037152467,,0.6755190339154729,0.9
TGO,,1960,,,,,0.0049,0.0049,0.1
TGO,,1965,,,,,0.006,0.006,0.1
TGO,,1970,,,,,0.0085,0.0085,0.1
TGO,,1971,,0.26123268351430723,0.03833171093825194,0.0026179360196977013,,0.10370359140063182,0.6
TGO,,1972,,0.2879217242608266,0.046162592932200715,0.00404330456461833,,0.11621914794984707,0.6
TGO,,1973,,0.3171745789665903,0.051652117033776625,0.004089624808882511,,0.12826898128849099,0.6
TGO,,1974,,0.33187430536212287,0.06044606991356474,0.003976884438572332,,0.13680485202766934,0.6
TGO,,1975,,0.34187338177949644,0.07597978984733289,0.004286786256248526,0.0182,0.12833234536595686,0.7
TGO,,1976,,0.3685311712808771,0.09849498541588106,0.006101737309569187,,0.16540873534430178,0.6
TGO,,1977,,0.3924997011668542,0.12093771955806402,0.00705466332420853,,0.18298761603586355,0.6
TGO,,1978,,0.4078904436373147,0.13934790877265119,0.007837667857240995,,0.1959845268320198,0.6
TGO,,1979,,0.43270995484360375,0.16042752880904057,0.0076906668856316475,,0.21300412200637608,0.6
TGO,,1980,,0.44408309452693817,0.17506601563172047,0.00861731281357005,0.027999999999999997,0.1952510281933618,0.7
TGO,,1981,,0.44923352740809475,,0.010919946801814602,,0.2613848500054033,0.35
TGO,,1982,,0.42435243178571147,0.166422234074063,0.009568378436681743,,0.2131855027352672,0.6
TGO,,1983,,0.401715109462903,0.1463354291562413,0.00863219236949083,,0.19703618006177426,0.6
TGO,,1984,,0.35641336326744844,0.12050568276135255,0.008721173587332706,,0.17119544896987954,0.6
TGO,,1985,,0.3405940270460987,0.10371110378508207,,0.0342,0.17721196610089138,0.55
TGO,,1986,,0.3360784608229291,0.10648970044549821,,,0.20852914950213416,0.45
TGO,,1987,,0.3628900828341612,0.10414559335486841,0.011485990057312398,,0.16722885569024368,0.6
TGO,,1988,,0.3646097826679719,0.11764487751711442,0.012634217127790146,,0.1737138474700692,0.6
TGO,,1989,,0.38473433595602696,0.10856210770161419,0.012827118485983263,,0.17668576981584405,0.6
TGO,,1990,,0.39437844817186685,0.12146313609937909,0.01299421898174433,0.039900000000000005,0.16454372358068542,0.7
TGO,,1991,,0.4186221432515215,0.11560312411217748,0.014366187995532227,,0.19130022979613084,0.6
TGO,,1992,,0.4119496535463466,0.11411086162314525,0.01579539641431533,,0.18881159262867156,0.6
TGO,,1993,,,,0.013296801185157418,,0.01329680118515742,0.15
TGO,,1994,,0.4289514325904954,0.1214095122027205,0.014338827866075907,,0.197155814581151,0.6
TGO,,1995,,0.4750863494671412,0.1319617488295276,0.0162620192307693,0.0431,0.19251001426489361,0.7
TGO,,1996,,0.497466904802871,0.1404146441944603,0.016171538827751665,,0.2283712880555867,0.6
TGO,,1997,,0.5026460550444217,0.14287728648435996,,,0.3027745169554985,0.45
TGO,,1998,,0.5077087934797639,,0.01843733262913596,,0.29802102454378054,0.35
TGO,,1999,,0.5349788282913013,0.1769606375257074,,,0.3360798334215269,0.45
TGO,Togo,2000,0.531800003051758,0.500210918362459,0.1926346595667219,,0.0475,0.367636293505529,0.85
TGO,,2001,,0.5064525374927752,0.2098994851268952,,,0.341700841733953,0.45
TGO,,2002,,0.514089005088519,0.23456285074073757,,,0.3587966971175293,0.45
TGO,,2003,,0.5025500244850383,0.2474215891458629,,,0.3608120048521631,0.45
TGO,,2004,,0.4979491508089251,0.2558899102447796,,,0.36347179493995535,0.45
TGO,,2005,,0.49380646959531077,0.26955178652551104,,0.0516,0.3114713464553453,0.55
TGO,Togo,2006,0.568899993896484,0.5110950917367284,0.2805340024095301,0.02970444022027731,,0.3860868701685722,0.9
TGO,,2007,,0.48301513188227424,0.26060358211814505,0.0333772436278909,,0.27793418075029125,0.6
TGO,,2008,,0.4866346944272708,,,,0.4866346944272708,0.2
TGO,Togo,2009,0.5709000015258789,0.5540348166780301,,,,0.5641539275867393,0.5
TGO,Togo,2010,0.5720000076293951,0.5671202178273858,,0.05344102243484435,0.054900000000000004,0.3980402656260298,0.75
TGO,Togo,2011,0.604099998474121,0.5578523811913202,0.3216156032636063,0.0580184389790667,,0.42434126938140215,0.9
TGO,,2012,,0.5721671737092541,,0.06424787478528282,,0.35448747417040927,0.35
TGO,,2013,,0.573837259199507,,0.06503911637399001,,0.3557809122742855,0.35
TGO,,2014,,0.5555426301805919,,0.06323135303893065,,0.3445520828341657,0.35
TGO,Togo,2015,0.6375,0.5714193972871724,,0.06488827937611745,,0.48502634055977245,0.65
TGO,,2016,,0.551560570404397,,0.07254844707894574,,0.34626966040777507,0.35
TGO,Togo,2017,0.609182911842179,0.5415910613557217,0.370365305692234,0.07384164275322375,,0.43860073184426673,0.9
TGO,,2018,,0.5340371310921469,,0.07741943229262592,,0.33834383160663795,0.35
TGO,Togo,2019,0.665400009155273,0.5336107748263996,,0.07893136503299022,,0.4895105576412467,0.65
TGO,,2020,,0.5409226633080875,,0.08941848442626833,,0.3474208723587365,0.35
