country_code,country_name,year,value,indicator
NAC,North America,1993,107548.0,"Patent applications, nonresidents"
NAC,North America,1992,113872.0,"Patent applications, nonresidents"
NAC,North America,1991,105257.0,"Patent applications, nonresidents"
NAC,North America,1990,104895.0,"Patent applications, nonresidents"
NAC,North America,1989,108397.0,"Patent applications, nonresidents"
NAC,North America,1988,97513.0,"Patent applications, nonresidents"
NAC,North America,1987,90120.0,"Patent applications, nonresidents"
NAC,North America,1986,81317.0,"Patent applications, nonresidents"
NAC,North America,1985,77044.0,"Patent applications, nonresidents"
NAC,North America,1984,74152.0,"Patent applications, nonresidents"
NAC,North America,1983,68002.0,"Patent applications, nonresidents"
NAC,North America,1982,70192.0,"Patent applications, nonresidents"
NAC,North America,1981,67276.0,"Patent applications, nonresidents"
NAC,North America,1980,64930.0,"Patent applications, nonresidents"
SAS,South Asia,2020,34811.0,"Patent applications, nonresidents"
SAS,South Asia,2019,35351.0,"Patent applications, nonresidents"
SAS,South Asia,2018,34920.0,"Patent applications, nonresidents"
SAS,South Asia,2017,32679.0,"Patent applications, nonresidents"
SAS,South Asia,2016,33081.0,"Patent applications, nonresidents"
SAS,South Asia,2015,34396.0,"Patent applications, nonresidents"
SAS,South Asia,2014,31875.0,"Patent applications, nonresidents"
SAS,South Asia,2013,33592.0,"Patent applications, nonresidents"
SAS,South Asia,2012,35501.0,"Patent applications, nonresidents"
SAS,South Asia,2011,34830.0,"Patent applications, nonresidents"
SAS,South Asia,2010,32400.0,"Patent applications, nonresidents"
SAS,South Asia,2009,27500.0,"Patent applications, nonresidents"
SAS,South Asia,2008,32304.0,"Patent applications, nonresidents"
SAS,South Asia,2007,30920.0,"Patent applications, nonresidents"
SAS,South Asia,2006,25447.0,"Patent applications, nonresidents"
SAS,South Asia,2005,21307.0,"Patent applications, nonresidents"
SAS,South Asia,2004,14923.0,"Patent applications, nonresidents"
SAS,South Asia,2003,10707.0,"Patent applications, nonresidents"
SAS,South Asia,2002,10277.0,"Patent applications, nonresidents"
SAS,South Asia,2001,9853.0,"Patent applications, nonresidents"
SAS,South Asia,2000,7979.0,"Patent applications, nonresidents"
SAS,South Asia,1999,4157.0,"Patent applications, nonresidents"
SAS,South Asia,1998,8324.0,"Patent applications, nonresidents"
SAS,South Asia,1997,9590.0,"Patent applications, nonresidents"
SAS,South Asia,1996,7945.0,"Patent applications, nonresidents"
SAS,South Asia,1995,5973.0,"Patent applications, nonresidents"
SAS,South Asia,1994,3933.0,"Patent applications, nonresidents"
SAS,South Asia,1993,3279.0,"Patent applications, nonresidents"
SAS,South Asia,1992,2963.0,"Patent applications, nonresidents"
SAS,South Asia,1991,2999.0,"Patent applications, nonresidents"
SAS,South Asia,1990,3356.0,"Patent applications, nonresidents"
SAS,South Asia,1989,2770.0,"Patent applications, nonresidents"
SAS,South Asia,1988,2705.0,"Patent applications, nonresidents"
SAS,South Asia,1987,2708.0,"Patent applications, nonresidents"
SAS,South Asia,1986,2677.0,"Patent applications, nonresidents"
SAS,South Asia,1985,2670.0,"Patent applications, nonresidents"
SAS,South Asia,1984,2473.0,"Patent applications, nonresidents"
SAS,South Asia,1983,208.0,"Patent applications, nonresidents"
SAS,South Asia,1982,2131.0,"Patent applications, nonresidents"
SAS,South Asia,1981,2069.0,"Patent applications, nonresidents"
SAS,South Asia,1980,2355.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2020,8160.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2019,8704.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2018,8905.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2017,8807.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2016,8200.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2015,8015.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2014,8271.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2013,8951.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2012,8260.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2011,8066.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2010,5757.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2009,6559.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2008,8177.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2007,8161.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2006,7319.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2005,6467.0,"Patent applications, nonresidents"
